img,Predictions,Prediction time (s),flag,username,timestamp
/home/kirill/repos/foodvision_project/flagged/img/tmpitjt6768.jpg,/home/kirill/repos/foodvision_project/flagged/Predictions/tmpzgvi1_k0.json,0.60603,,,2022-09-21 17:28:47.155473
